204,204,204,204,204,204,204,204,204,204,204,204,23,23,23,23,23,23,23,23,23,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,205
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,231,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,205
77,77,77,50,77,77,77,77,77,77,77,77,77,50,50,77,77,77,77,77,77,77,78,205,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,205
204,205,232,50,232,232,232,232,232,232,232,232,232,50,50,232,232,232,232,232,232,232,232,232,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,205
204,204,204,50,204,210,210,210,210,210,210,210,204,50,50,205,205,205,205,205,205,205,205,205,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,205
231,204,205,50,205,210,210,210,210,210,210,210,205,50,50,205,232,232,232,232,232,232,232,232,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,205
204,205,205,50,205,210,210,210,210,210,210,210,205,50,50,205,205,205,205,205,205,205,205,205,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,205
204,204,204,50,205,210,210,210,210,210,210,210,204,50,50,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,205,210,210,210,210,210,210,204
204,205,205,50,232,210,210,210,210,210,210,210,231,50,50,205,205,205,205,205,205,205,204,231,498,499,501,499,499,499,499,499,499,501,499,499,499,499,499,500
204,205,205,50,232,210,210,210,210,210,210,210,204,50,50,205,205,232,204,204,204,204,231,231,525,526,526,526,501,526,526,501,526,526,526,501,526,501,526,527
204,205,232,50,204,210,210,210,210,210,210,210,231,50,50,204,204,204,231,231,204,205,205,205,525,526,501,526,526,526,526,553,553,553,528,553,553,553,553,554
204,204,205,50,204,204,204,231,231,231,232,204,204,50,50,231,204,205,205,205,205,204,204,204,525,526,526,526,526,501,526,204,205,205,205,232,205,205,232,232
22,23,23,50,23,23,23,23,23,23,23,23,23,50,50,23,23,23,23,23,23,23,23,24,525,501,526,526,501,526,526,204,205,232,232,232,232,232,205,205
76,77,77,77,77,50,50,50,50,50,50,77,77,77,77,77,77,77,77,77,77,77,77,78,552,553,553,553,553,526,501,204,205,232,232,232,232,232,232,232
231,204,204,204,231,50,50,50,50,50,50,204,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,205,528,553,205,232,232,232,232,232,205,205,205
231,204,204,204,204,50,50,50,50,50,50,232,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,232,232,232,232,232,232,232,232,232,232,232,232
